drug_id,cell_line,gene_symbol,log2fc,pvalue
Doxorubicin,HeLa,GENE085,0.33055126786748457,0.34806494413033
Doxorubicin,HeLa,GENE086,-0.6323836415927595,0.26978286293033754
Doxorubicin,HeLa,GENE087,0.13058840348725462,0.4338331779328682
Doxorubicin,HeLa,GENE088,0.5116004866739933,0.2919894861737025
Doxorubicin,HeLa,GENE089,0.24840625356796067,0.40906160074297826
Doxorubicin,HeLa,GENE090,-0.420490699493274,0.30716670809645363
Doxorubicin,HeLa,GENE091,0.6803380180538526,0.26781694258037014
Doxorubicin,HeLa,GENE092,0.01327667689973441,0.5177730087884942
Doxorubicin,HeLa,GENE093,0.0251859483364984,0.5048240319435344
Doxorubicin,HeLa,GENE094,-1.2895047502444588,0.1299947873067097
Doxorubicin,HeLa,GENE095,0.6012256239915361,0.267534070399471
Doxorubicin,HeLa,GENE096,0.1395419291725926,0.44308531999101974
Doxorubicin,HeLa,GENE097,0.14578183834098637,0.4364194408792286
Doxorubicin,HeLa,GENE098,1.3776088718599508,0.10764166475740433
Doxorubicin,HeLa,GENE099,-0.15280530707690168,0.4559293100388517
Doxorubicin,HeLa,GENE100,-1.0451514494265783,0.14799565467148257
Doxorubicin,HeLa,GENE101,-0.08512912339795276,0.46338707792802897
Doxorubicin,HeLa,GENE102,-0.057320417753196226,0.47520688068540734
Doxorubicin,HeLa,GENE103,0.13213413582281827,0.4497191086644476
Doxorubicin,HeLa,GENE104,0.24309239578096944,0.4010778569453369
Doxorubicin,HeLa,GENE105,-0.9746858776612116,0.17306992363158002
Doxorubicin,HeLa,GENE106,0.2535101360676784,0.38771959189835153
Doxorubicin,HeLa,GENE107,-0.028697682537018005,0.4959858374327811
Doxorubicin,HeLa,GENE108,-0.131373373843252,0.4650511816727318
Doxorubicin,HeLa,GENE109,-0.7979469842870567,0.20221808472538094
Doxorubicin,HeLa,GENE110,0.7136526821446082,0.229284316854545
Doxorubicin,HeLa,GENE111,-0.2097173763292753,0.4169410471158158
Doxorubicin,HeLa,GENE112,0.32972562055680577,0.3392281168956397
Doxorubicin,HeLa,GENE113,-0.4019742073637405,0.35128673163823904
Doxorubicin,HeLa,GENE114,0.15367280835398503,0.4334249456341712
Doxorubicin,HeLa,GENE115,-0.12387620911985463,0.4670689118943996
Doxorubicin,HeLa,GENE116,0.31380314878091553,0.34943953151586443
Doxorubicin,HeLa,GENE117,-0.13975373164826674,0.4317278356019548
Doxorubicin,HeLa,GENE118,-0.42283655224705646,0.310827295828158
Doxorubicin,HeLa,GENE119,-0.007049482953335789,0.5429764692737966
Doxorubicin,HeLa,GENE120,-0.03132411106091075,0.5277186817994616
Doxorubicin,HeLa,GENE121,0.12062012420336465,0.4598630528865877
Doxorubicin,HeLa,GENE122,0.46175430802368433,0.32023818452663094
Doxorubicin,HeLa,GENE123,-0.5253116609139006,0.3156525922516163
Doxorubicin,HeLa,GENE124,1.6784853221624292,0.06931591399589744
Doxorubicin,HeLa,GENE125,0.025268171396455746,0.500069998601048
Doxorubicin,HeLa,GENE126,0.7449013157856766,0.212095639040735
Doxorubicin,HeLa,GENE127,-0.4173601547249032,0.3408285666251517
Doxorubicin,HeLa,GENE128,-0.7245752615564435,0.23656565817977568
Doxorubicin,HeLa,GENE129,-0.09924222925753048,0.49052329702368547
Doxorubicin,HeLa,GENE130,-0.44094831077156715,0.32642641498769365
Doxorubicin,HeLa,GENE131,-0.07818156871828615,0.4733075820561822
Doxorubicin,HeLa,GENE132,-1.0667849638284213,0.1646119452069698
Doxorubicin,HeLa,GENE133,0.23968047671471115,0.3993933038483092
Doxorubicin,HeLa,GENE134,0.265513047447105,0.3925660583758645
Doxorubicin,HeLa,GENE135,0.07443840195884555,0.4842845169447873
Doxorubicin,HeLa,GENE136,0.4353733222942016,0.30333628645418304
Doxorubicin,HeLa,GENE137,0.47440654823581,0.3247681033491773
Doxorubicin,HeLa,GENE138,-0.23789772200245057,0.38827655936594496
Doxorubicin,HeLa,GENE139,-0.41305599585727104,0.3231975250597222
Doxorubicin,HeLa,GENE140,-0.03793572534251166,0.4981192689156367
Doxorubicin,HeLa,GENE141,-0.8423337886131934,0.23129223557904927
Doxorubicin,HeLa,GENE142,0.07346764919334389,0.4605321074537614
Doxorubicin,HeLa,GENE143,-0.2610657850099962,0.4073449692153744
Doxorubicin,HeLa,GENE144,3.546464955144346,0.0351708939968955
Doxorubicin,HeLa,GENE145,-0.22655379468754397,0.3969195953818695
Doxorubicin,HeLa,GENE146,-0.24669537485494497,0.4015557233481462
Doxorubicin,HeLa,GENE147,-0.15760146308173947,0.46234870687403884
Doxorubicin,HeLa,GENE148,-0.11907646752192899,0.4345230360123969
Doxorubicin,HeLa,GENE149,0.29206574240940575,0.36703605659415295
Doxorubicin,HeLa,GENE150,0.3069331730703902,0.3527292671431257
Doxorubicin,HeLa,GENE151,0.22255212741635333,0.41495291850058186
Doxorubicin,HeLa,GENE152,-0.3994603279593824,0.34872940856562895
Doxorubicin,HeLa,GENE153,1.8030369535816975,0.06524537757353803
Doxorubicin,HeLa,GENE154,0.3162271083211504,0.35257641416677976
Doxorubicin,HeLa,GENE155,1.4232154066606137,0.11075308473043205
Doxorubicin,HeLa,GENE156,1.4568915328732612,0.09155837914695078
Doxorubicin,HeLa,GENE157,0.317983875355869,0.3887834869790085
Doxorubicin,HeLa,GENE158,-0.4110380059139637,0.3254336570923723
Doxorubicin,HeLa,GENE159,-0.6096422332610969,0.24313754454600736
Doxorubicin,HeLa,GENE160,-2.1350634460037896,0.058620722254270244
Doxorubicin,K562,TP53,0.604466069851285,0.28223382069618846
Doxorubicin,K562,EGFR,-0.33074637196406914,0.3438727390187059
Doxorubicin,K562,MYC,-0.6883071491613415,0.22647588857414058
Doxorubicin,K562,BRAF,-0.7252748866243521,0.24932936276539525
Doxorubicin,K562,KRAS,-0.4507475534470779,0.3094489575406172
Doxorubicin,K562,PIK3CA,0.3016865864736601,0.35342311337694443
Doxorubicin,K562,PTEN,-0.4480652339862564,0.34134810944295474
Doxorubicin,K562,MAPK1,0.15171859312491195,0.45580880317229344
Doxorubicin,K562,AKT1,1.7077261175587526,0.10998146161514315
Doxorubicin,K562,STAT3,1.0274594696848363,0.1646507616604918
Doxorubicin,K562,CDK1,0.21048176356370185,0.4209339842641006
Doxorubicin,K562,CDKN1A,0.5008267516885501,0.3174747887629051
Doxorubicin,K562,RB1,-1.8207468978109695,0.09327017643358845
Doxorubicin,K562,NFkB1,0.2936958499030061,0.359826490596714
Doxorubicin,K562,ERBB2,0.707093644165545,0.25389664725647737
Doxorubicin,K562,MTOR,-0.22427141826393068,0.40521409494030275
Doxorubicin,K562,JUN,0.11927747688686959,0.4420182811295279
Doxorubicin,K562,FOS,0.5482735591151269,0.2899407398249528
Doxorubicin,K562,HIF1A,-1.0956269255826405,0.16744493210282518
Doxorubicin,K562,VEGFA,-0.22988230791523814,0.3854841440520126
Doxorubicin,K562,GENE001,0.2716954139359048,0.40346700256865675
Doxorubicin,K562,GENE002,0.0015738634531633165,0.5481276443497005
Doxorubicin,K562,GENE003,0.6149951842193415,0.2439047669331304
Doxorubicin,K562,GENE004,0.4913415713849706,0.2947721323951809
Doxorubicin,K562,GENE005,-0.7000353615915046,0.2622647299252085
Doxorubicin,K562,GENE006,0.04141628525904995,0.5053009491876437
Doxorubicin,K562,GENE007,-0.36408595048490777,0.35565340761778874
Doxorubicin,K562,GENE008,0.8297312359404467,0.22692055047197796
Doxorubicin,K562,GENE009,1.7075727100627287,0.09255900101778797
Doxorubicin,K562,GENE010,0.39495986109042613,0.32164419347154394
Doxorubicin,K562,GENE011,0.4847845128764534,0.30790273650147043
Doxorubicin,K562,GENE012,-0.09784926557345072,0.4929357532640795
Doxorubicin,K562,GENE013,1.7897607340104629,0.07784717191262724
Doxorubicin,K562,GENE014,-0.07586687921025385,0.5040755993511804
Doxorubicin,K562,GENE015,0.4003827133697955,0.3533121726037868
Doxorubicin,K562,GENE016,-0.1960907805987921,0.4126726517103857
Doxorubicin,K562,GENE017,0.11092625840152243,0.45325935213444724
Doxorubicin,K562,GENE018,-0.2058607905777959,0.4297036589079801
Doxorubicin,K562,GENE019,-0.36347447950867445,0.36214957737107784
Doxorubicin,K562,GENE020,-1.4147244055320372,0.11067306833202094
Doxorubicin,K562,GENE021,-1.0361463430862194,0.16257153379567663
Doxorubicin,K562,GENE022,-0.4759600701146087,0.3087344693343257
Doxorubicin,K562,GENE023,-0.2553493067548823,0.39425174320432155
Doxorubicin,K562,GENE024,0.5704316078053732,0.285703013899065
Doxorubicin,K562,GENE025,-0.46323350912055855,0.33345424576678395
Doxorubicin,K562,GENE026,-0.48006436932414126,0.31722624126589016
Doxorubicin,K562,GENE027,0.9289643800291245,0.16546241616342827
Doxorubicin,K562,GENE028,0.4854024262686015,0.31016010471651434
Doxorubicin,K562,GENE029,1.507355854651105,0.09989429711456163
Doxorubicin,K562,GENE030,0.3132973999979477,0.3473896648731039
Doxorubicin,K562,GENE031,-0.4387273700015501,0.29797785794429366
Doxorubicin,K562,GENE032,-1.2022747629251949,0.12001925908582252
Doxorubicin,K562,GENE033,0.15632549560366135,0.4399123071697685
Doxorubicin,K562,GENE034,0.8912271082786573,0.18375097245563413
Doxorubicin,K562,GENE035,-1.7970016318978428,0.06736714369571002
Doxorubicin,K562,GENE036,-0.8978215863150075,0.182615360270757
Doxorubicin,K562,GENE037,-0.16504509585071864,0.4424246122313126
Doxorubicin,K562,GENE038,0.5242413255252962,0.2874238775275541
Doxorubicin,K562,GENE039,0.2438874105421691,0.3767903445973383
Doxorubicin,K562,GENE040,0.7991609038205165,0.19200720192780407
Doxorubicin,K562,GENE041,0.3667739067529329,0.3478870599041809
Doxorubicin,K562,GENE042,0.03830453522582981,0.5235760259029594
Doxorubicin,K562,GENE043,-0.2558817789711517,0.41622487416265214
Doxorubicin,K562,GENE044,-1.0523747528595073,0.18867427836443904
Doxorubicin,K562,GENE045,1.0210889552673654,0.18051429412415682
Doxorubicin,K562,GENE046,-0.02895387493845436,0.4949382585007681
Doxorubicin,K562,GENE047,-2.709026372856572,0.048478227524057636
Doxorubicin,K562,GENE048,-0.8378958917182503,0.20077391414583923
Doxorubicin,K562,GENE049,1.228376201019762,0.1560080642525592
Doxorubicin,K562,GENE050,-0.6180678980152312,0.2849323177683908
Doxorubicin,K562,GENE051,0.6271691803786698,0.2811796654373827
Doxorubicin,K562,GENE052,0.3655003133927407,0.37086245878762225
Doxorubicin,K562,GENE053,0.2692174786082262,0.4064566756509622
Doxorubicin,K562,GENE054,0.3578671205854202,0.326828616214585
Doxorubicin,K562,GENE055,1.1971809502912254,0.13119812696063743
Doxorubicin,K562,GENE056,1.092547447518056,0.16263010378339837
Doxorubicin,K562,GENE057,-0.34335767150164764,0.3682842657955559
Doxorubicin,K562,GENE058,0.2495479080688747,0.37501722779318897
Doxorubicin,K562,GENE059,-0.8461354158216643,0.20181881774271798
Doxorubicin,K562,GENE060,0.4140294074466546,0.35375873412416736
Doxorubicin,K562,GENE061,0.5355402502014025,0.2768434777188685
Doxorubicin,K562,GENE062,-1.0372431755081557,0.1660449867727007
Doxorubicin,K562,GENE063,-0.011017432002135225,0.5362805535212204
Doxorubicin,K562,GENE064,0.3645318225011822,0.33301977398300814
Doxorubicin,K562,GENE065,-1.5221364027615922,0.09621225556276604
Doxorubicin,K562,GENE066,-1.0169215627261867,0.14995900679706323
Doxorubicin,K562,GENE067,0.009729127759441559,0.5118080160053133
Doxorubicin,K562,GENE068,-1.4385208843939343,0.09893530113564883
Doxorubicin,K562,GENE069,-0.9510348242732198,0.20548187033183052
Doxorubicin,K562,GENE070,-2.2155258959596886,0.08444054892274663
Doxorubicin,K562,GENE071,0.8037891531997552,0.21384179175624787
Doxorubicin,K562,GENE072,-0.5894617456491626,0.2938516382580193
Doxorubicin,K562,GENE073,-0.10983472617548007,0.4765998527853987
Doxorubicin,K562,GENE074,-1.761849097548072,0.0964362333385296
Doxorubicin,K562,GENE075,0.7718488804962069,0.22613147657908106
Doxorubicin,K562,GENE076,-1.855382549610732,0.060261811306542075
Doxorubicin,K562,GENE077,1.1479214341983177,0.1271552668189678
Doxorubicin,K562,GENE078,0.11074665356641633,0.47392003968352836
Doxorubicin,K562,GENE079,0.04321509454377114,0.5016914764036265
Doxorubicin,K562,GENE080,-0.21205190779204952,0.436107379959634
Doxorubicin,K562,GENE081,-0.3677244601960217,0.3491941137135677
Doxorubicin,K562,GENE082,-0.013302552518490773,0.5341366442386151
Doxorubicin,K562,GENE083,0.31347737412806626,0.3528039388555944
Doxorubicin,K562,GENE084,-0.13852655013954562,0.4541963760887345
Doxorubicin,K562,GENE085,-0.2498602497098962,0.38783565700177075
Doxorubicin,K562,GENE086,-0.05133430428296402,0.48339033593225633
Doxorubicin,K562,GENE087,0.1565558842869458,0.42776479419189073
Doxorubicin,K562,GENE088,0.06491595814401617,0.5031021540176079
Doxorubicin,K562,GENE089,0.028801113002620757,0.48654204613183866
Doxorubicin,K562,GENE090,-0.33593370544191414,0.3808174537053175
Doxorubicin,K562,GENE091,0.35306427455466316,0.3685124241869045
Doxorubicin,K562,GENE092,0.5953730580126237,0.27710718082655056
Doxorubicin,K562,GENE093,0.016249931443930957,0.49619770858273327
Doxorubicin,K562,GENE094,-1.519309680177738,0.11038101470632591
Doxorubicin,K562,GENE095,0.04054127145041186,0.5003821046068523
Doxorubicin,K562,GENE096,-0.01994719187585596,0.5356989674287325
Doxorubicin,K562,GENE097,-0.7021197831307944,0.23448733188737456
Doxorubicin,K562,GENE098,0.8366819730762618,0.21339170409544453
Doxorubicin,K562,GENE099,-0.2947261999693592,0.3659991141593777
Doxorubicin,K562,GENE100,-0.6902993529498256,0.26668373945733526
Doxorubicin,K562,GENE101,-0.21807772075374252,0.3914052670523169
Doxorubicin,K562,GENE102,-0.12881024275549702,0.43947975061937405
Doxorubicin,K562,GENE103,-0.034816726650054086,0.518563899966942
Doxorubicin,K562,GENE104,-0.13686462608338035,0.4285085207488765
Doxorubicin,K562,GENE105,-0.007135176474694253,0.5361184632636802
Doxorubicin,K562,GENE106,0.07479897875939402,0.49980160947598945
Doxorubicin,K562,GENE107,0.048913587353961334,0.5056553322281142
Doxorubicin,K562,GENE108,0.196317057825484,0.4204799920719052
Doxorubicin,K562,GENE109,0.22679276175460922,0.3925145871899879
Doxorubicin,K562,GENE110,0.2397537740008043,0.4240296376830517
Doxorubicin,K562,GENE111,0.36447059728522513,0.33065256877397153
Doxorubicin,K562,GENE112,-0.3461753871168971,0.3696616334086009
Doxorubicin,K562,GENE113,-0.3295196374443225,0.3460427410380384
Doxorubicin,K562,GENE114,0.5169405274621043,0.29661486474580356
Doxorubicin,K562,GENE115,-0.2037300536458008,0.4366389277151365
Doxorubicin,K562,GENE116,-0.06214288858121814,0.49753634125710394
Doxorubicin,K562,GENE117,-0.10569211490898449,0.48485507794051674
Doxorubicin,K562,GENE118,1.1379127138238188,0.137052106809927
Doxorubicin,K562,GENE119,-0.42611232149866207,0.34009563196466036
Doxorubicin,K562,GENE120,-0.4346434934943219,0.3247501237159181
Doxorubicin,K562,GENE121,-0.005433568517486072,0.5218896364391921
Doxorubicin,K562,GENE122,-0.09207290784160103,0.4644039986397762
Doxorubicin,K562,GENE123,-0.5650893647423417,0.27987994675370936
Doxorubicin,K562,GENE124,1.5588291933864151,0.11506628943443828
Doxorubicin,K562,GENE125,-0.44071245308367657,0.29728646754346044
Doxorubicin,K562,GENE126,0.7020829700501982,0.253063018400383
Doxorubicin,K562,GENE127,-0.4960217803885669,0.3045657319472469
Doxorubicin,K562,GENE128,-0.27684757656773623,0.3664078592762193
Doxorubicin,K562,GENE129,0.6843148110485642,0.24796241476730954
Doxorubicin,K562,GENE130,-0.49950311627992816,0.29389261239279885
Doxorubicin,K562,GENE131,0.7769002505438403,0.1971207535461446
Doxorubicin,K562,GENE132,-2.531942441180177,0.06995930618912938
Doxorubicin,K562,GENE133,-0.22316025761717245,0.3960675111929651
Doxorubicin,K562,GENE134,0.5202154463224195,0.3119146749776841
Doxorubicin,K562,GENE135,-0.9775243851591414,0.20180936987217915
Doxorubicin,K562,GENE136,-0.1844697195157311,0.4341702969111393
Doxorubicin,K562,GENE137,0.1069043969705317,0.46031639287873427
Doxorubicin,K562,GENE138,-0.3177049401143685,0.35105805577328186
Doxorubicin,K562,GENE139,-0.020646343503641418,0.5272900724890602
Doxorubicin,K562,GENE140,-0.9232865239022086,0.1843195976469565
Doxorubicin,K562,GENE141,-0.21432726345826664,0.42932956945686357
Doxorubicin,K562,GENE142,-0.4232171507294893,0.30676592490402355
Doxorubicin,K562,GENE143,0.46283610475136083,0.29952029597483204
Doxorubicin,K562,GENE144,1.905953107717291,0.07745207031699833
Doxorubicin,K562,GENE145,-0.8545817775952279,0.2196642417725384
Doxorubicin,K562,GENE146,0.6148775652789902,0.26523398350722277
Doxorubicin,K562,GENE147,0.3621772556328397,0.3391753045129643
Doxorubicin,K562,GENE148,0.030578229967855843,0.5254626509119933
Doxorubicin,K562,GENE149,-0.3871507110524274,0.31601625799270244
Doxorubicin,K562,GENE150,0.40543155779917456,0.31247404213561303
Doxorubicin,K562,GENE151,-0.4221642243947521,0.3198347982583901
Doxorubicin,K562,GENE152,0.32118629582078395,0.36516620278683276
Doxorubicin,K562,GENE153,1.413260233275917,0.11203422602044352
Doxorubicin,K562,GENE154,1.4678289511638891,0.1268205685654431
Doxorubicin,K562,GENE155,1.196457771269494,0.15361242384871887
Doxorubicin,K562,GENE156,1.9056444762416573,0.07139775635931576
Doxorubicin,K562,GENE157,0.25307882773035617,0.37596300356596446
Doxorubicin,K562,GENE158,0.15391618625694248,0.4476458059317924
Doxorubicin,K562,GENE159,1.034113020752912,0.16145673379201114
Doxorubicin,K562,GENE160,-1.2586936546579475,0.11467736437240066
Doxorubicin,U2OS,TP53,0.7907318617416642,0.23329427797216393
Doxorubicin,U2OS,EGFR,-0.15482990609284447,0.4399513934653223
Doxorubicin,U2OS,MYC,-0.15016342290212034,0.438083147228558
Doxorubicin,U2OS,BRAF,0.2551381555845604,0.41306211876183396
Doxorubicin,U2OS,KRAS,0.15491879659996133,0.4581262794414006
Doxorubicin,U2OS,PIK3CA,0.3305513888405866,0.3407194319322306
Doxorubicin,U2OS,PTEN,-0.20045759677206346,0.40201459041949544
Doxorubicin,U2OS,MAPK1,0.40788258249499654,0.3184474188434732
Doxorubicin,U2OS,AKT1,-0.21525170236075775,0.4022093345471573
Doxorubicin,U2OS,STAT3,0.22441174489125032,0.41057347014904433
Doxorubicin,U2OS,CDK1,-0.987335447293554,0.19022588598959445
Doxorubicin,U2OS,CDKN1A,-0.3745396083256413,0.36366575825963193
Doxorubicin,U2OS,RB1,-0.597827050377232,0.2812336773591534
Doxorubicin,U2OS,NFkB1,0.546053391991213,0.2719698680765441
Doxorubicin,U2OS,ERBB2,-0.27395265210346753,0.36307659913707324
Doxorubicin,U2OS,MTOR,-0.6679312020843067,0.25208861642044117
Doxorubicin,U2OS,JUN,0.36206827965724864,0.35017902049209854
Doxorubicin,U2OS,FOS,-0.5998626325451067,0.28663639899759974
Doxorubicin,U2OS,HIF1A,0.3494598425403944,0.34420485228544023
Doxorubicin,U2OS,VEGFA,-0.7352447756156253,0.23409052225987514
Doxorubicin,U2OS,GENE001,-0.631384887849282,0.23801739978318742
Doxorubicin,U2OS,GENE002,-0.3205406332691777,0.374196730602504
Doxorubicin,U2OS,GENE003,0.32952717195670983,0.3768549381708369
Doxorubicin,U2OS,GENE004,0.809393819830434,0.22239348060980896
Doxorubicin,U2OS,GENE005,0.2079133147276715,0.40737319735435695
Doxorubicin,U2OS,GENE006,-0.3025781178029987,0.3763212615547938
Doxorubicin,U2OS,GENE007,0.455209249842785,0.3268282854589776
Doxorubicin,U2OS,GENE008,-0.4071854898372206,0.32970270784613287
Doxorubicin,U2OS,GENE009,2.0879746002505386,0.08597822877071423
Doxorubicin,U2OS,GENE010,-0.10433418561023292,0.4766047595504422
Doxorubicin,U2OS,GENE011,-0.15633422286617865,0.4556598903777125
Doxorubicin,U2OS,GENE012,-0.1286500003088948,0.4329401547211065
Doxorubicin,U2OS,GENE013,0.5908223001050615,0.2606311244625184
Doxorubicin,U2OS,GENE014,-0.17335476643800088,0.44470645146110555
Doxorubicin,U2OS,GENE015,0.9536489182132767,0.16369345713762876
Doxorubicin,U2OS,GENE016,-0.7180457562675283,0.22809913759115522
Doxorubicin,U2OS,GENE017,-0.09009041568643462,0.45994523250384595
Doxorubicin,U2OS,GENE018,0.6857373910704613,0.266254204128805
Doxorubicin,U2OS,GENE019,-0.4922277482320484,0.3051353109067641
Doxorubicin,U2OS,GENE020,-0.225635265464765,0.42858759488553566
Doxorubicin,U2OS,GENE021,0.08758747465450145,0.49320720159193815
Doxorubicin,U2OS,GENE022,-0.48263816979977875,0.3040383041566382
Doxorubicin,U2OS,GENE023,-0.8047604915404897,0.21824986502108976
Doxorubicin,U2OS,GENE024,-0.3486545753495137,0.3442696220931606
Doxorubicin,U2OS,GENE025,0.6127352726572347,0.268300809609139
Doxorubicin,U2OS,GENE026,-0.09170499364602136,0.4978568322993228
Doxorubicin,U2OS,GENE027,-0.5027600072576486,0.2814859599731248
Doxorubicin,U2OS,GENE028,-0.4881232257272677,0.28654786657523934
Doxorubicin,U2OS,GENE029,0.4559158892566852,0.33460080605516646
Doxorubicin,U2OS,GENE030,-0.3344380172215065,0.3834703808036093
Doxorubicin,U2OS,GENE031,0.2175391690929298,0.40153511197388664
Doxorubicin,U2OS,GENE032,-0.1527350146239342,0.4219086940341906
Doxorubicin,U2OS,GENE033,0.16826919093548998,0.41681545624219174
Doxorubicin,U2OS,GENE034,0.4574666949408512,0.31026662823076107
Doxorubicin,U2OS,GENE035,-0.749227289943337,0.22614422509920223
Doxorubicin,U2OS,GENE036,-0.137401152376344,0.449153820130621
Doxorubicin,U2OS,GENE037,-1.1006217367254592,0.14926482657086915
Doxorubicin,U2OS,GENE038,0.3068854278949543,0.3929037228233678
Doxorubicin,U2OS,GENE039,0.1877279288136264,0.43940359023995557
Doxorubicin,U2OS,GENE040,0.08378505290049515,0.4934679471349479
Doxorubicin,U2OS,GENE041,0.5811297987528334,0.26412526188488433
Doxorubicin,U2OS,GENE042,-0.8160074425132087,0.21117342341493234
Doxorubicin,U2OS,GENE043,-0.4524739164690331,0.3047893873960506
Doxorubicin,U2OS,GENE044,-0.02313060863317127,0.4912147009779122
Doxorubicin,U2OS,GENE045,0.057050746113259956,0.4932558465510626
Doxorubicin,U2OS,GENE046,-0.09512042220660784,0.4677270606113556
Doxorubicin,U2OS,GENE047,-1.2273949683754364,0.135948733055417
Doxorubicin,U2OS,GENE048,0.4021281364737222,0.3252878010016868
Doxorubicin,U2OS,GENE049,0.9769632770969892,0.15742191948789455
Doxorubicin,U2OS,GENE050,-0.5481101624342826,0.27079068805272666
Doxorubicin,U2OS,GENE051,-0.03393569084974095,0.52667279945533
Doxorubicin,U2OS,GENE052,0.21581581481879866,0.4100308858397007
Doxorubicin,U2OS,GENE053,0.36983773405891684,0.3468113505981104
Doxorubicin,U2OS,GENE054,0.30436779456220847,0.35687669546913603
Doxorubicin,U2OS,GENE055,-0.2785652862861156,0.3686041244021217
Doxorubicin,U2OS,GENE056,-0.45438483540398666,0.3364222199502196
Doxorubicin,U2OS,GENE057,0.8422624173017259,0.18642983284298748
Doxorubicin,U2OS,GENE058,0.42114866350695135,0.3468443102270825
Doxorubicin,U2OS,GENE059,0.011597989278687411,0.5009158680388078
Doxorubicin,U2OS,GENE060,0.6755078762435002,0.23026325894404426
Doxorubicin,U2OS,GENE061,-0.7562644826494378,0.25016349887246336
Doxorubicin,U2OS,GENE062,-0.6653525656654631,0.2549695919355368
Doxorubicin,U2OS,GENE063,-1.0889838660973439,0.1389318192939618
Doxorubicin,U2OS,GENE064,0.05142928896616704,0.47104538908715493
Doxorubicin,U2OS,GENE065,-0.1792775639603929,0.4169765682902283
Doxorubicin,U2OS,GENE066,-1.418418061691402,0.09474532887168592
Doxorubicin,U2OS,GENE067,0.36652714073299925,0.36752241036698546
Doxorubicin,U2OS,GENE068,-1.590635659396131,0.09377380698442254
Doxorubicin,U2OS,GENE069,0.1527821921785256,0.46414206900577626
Doxorubicin,U2OS,GENE070,-1.8526724034396636,0.08513075161138525
Doxorubicin,U2OS,GENE071,0.0031365780922091423,0.5151327401518243
Doxorubicin,U2OS,GENE072,-0.10264200974812562,0.45169847371094657
Doxorubicin,U2OS,GENE073,0.559274972127663,0.2651206265178826
Doxorubicin,U2OS,GENE074,-0.7440064274723857,0.24311385291196083
Doxorubicin,U2OS,GENE075,-0.31710659684276365,0.36502459010494975
Doxorubicin,U2OS,GENE076,-1.6081965418198594,0.08005598266736358
Doxorubicin,U2OS,GENE077,-1.325129601130938,0.14698495782871634
Doxorubicin,U2OS,GENE078,0.3889861817333217,0.3600082068944531
Doxorubicin,U2OS,GENE079,-0.0853733197491537,0.49612436233266927
Doxorubicin,U2OS,GENE080,-1.2031190755049486,0.15835670114674882
Doxorubicin,U2OS,GENE081,-0.7283407206620409,0.21861627635565914
Doxorubicin,U2OS,GENE082,-0.21079703127880156,0.3901400790376646
Doxorubicin,U2OS,GENE083,-0.6570853795524185,0.22987983753932398
Doxorubicin,U2OS,GENE084,0.3966746618430292,0.3221777263977657
Doxorubicin,U2OS,GENE085,0.20928644299557722,0.4131085888591125
Doxorubicin,U2OS,GENE086,0.17976797175893447,0.4237833720817825
Doxorubicin,U2OS,GENE087,-0.3488082253045282,0.3376314430056168
Doxorubicin,U2OS,GENE088,-0.47702722705229383,0.30104396618116436
Doxorubicin,U2OS,GENE089,0.107610366475109,0.4600261085026258
Doxorubicin,U2OS,GENE090,0.38327567716888583,0.36238420167372043
Doxorubicin,U2OS,GENE091,0.9996198481667512,0.15264369667550262
Doxorubicin,U2OS,GENE092,0.5699875572502549,0.2724529910166452
Doxorubicin,U2OS,GENE093,0.6690135813909602,0.25593964525826796
Doxorubicin,U2OS,GENE094,-0.6105368111559185,0.261673833495928
Doxorubicin,U2OS,GENE095,-0.13875680943011673,0.4297456713389106
Doxorubicin,U2OS,GENE096,-0.018294987171465583,0.5050055838163312
Doxorubicin,U2OS,GENE097,0.32982499904118523,0.37488922503538447
Doxorubicin,U2OS,GENE098,-0.9836625321129973,0.19417707493519884
Doxorubicin,U2OS,GENE099,-0.010622389638121064,0.5370246223785982
Doxorubicin,U2OS,GENE100,-0.163336623754522,0.4393206384907392
Doxorubicin,U2OS,GENE101,0.06237604983196725,0.5021054902722755
Doxorubicin,U2OS,GENE102,-0.1866842125015422,0.44377390773585873
Doxorubicin,U2OS,GENE103,-0.2500989085479979,0.371371235089733
Doxorubicin,U2OS,GENE104,-0.08492617883886533,0.4738933831620991
Doxorubicin,U2OS,GENE105,0.8183699809153199,0.18762720413574524
Doxorubicin,U2OS,GENE106,-0.24115678546815147,0.4013990507151495
Doxorubicin,U2OS,GENE107,0.5494916787209824,0.29244838556907127
Doxorubicin,U2OS,GENE108,0.041386451892712874,0.5023416659268022
Doxorubicin,U2OS,GENE109,0.01839141658711739,0.5090720046368898
Doxorubicin,U2OS,GENE110,0.06708320799792176,0.4762350389905105
Doxorubicin,U2OS,GENE111,0.21417102533036247,0.3930052966470183
Doxorubicin,U2OS,GENE112,-0.2055124682515865,0.42374424625299134
Doxorubicin,U2OS,GENE113,0.5108114920365194,0.29440954977589495
Doxorubicin,U2OS,GENE114,0.2154312095075187,0.38913193096309473
Doxorubicin,U2OS,GENE115,-0.6378413299978658,0.2532388085373903
Doxorubicin,U2OS,GENE116,-1.0971912349100121,0.17145221147532375
Doxorubicin,U2OS,GENE117,0.7997354700568947,0.23290347234145287
